,16674,20216,38242
31942,0.6341660430539928,0.6341660430539928,0.6341660430539928
31943,0.6341660430539928,0.6341660430539928,0.6341660430539928
31944,0.6341660430539928,0.6341660430539928,0.6341660430539928
31945,0.6341660430539928,0.6341660430539928,0.6341660430539928
31946,0.6341660430539928,0.6341660430539928,0.6341660430539928
31947,0.6341660430539928,0.6341660430539928,0.6341660430539928
31948,0.6341660430539928,0.6341660430539928,0.6341660430539928
31949,0.6341660430539928,0.6341660430539928,0.6341660430539928
31950,0.6341660430539928,0.6341660430539928,0.6341660430539928
31951,0.6341660430539928,0.6341660430539928,0.6341660430539928
31952,0.6341660430539928,0.6341660430539928,0.6341660430539928
31953,0.6341660430539928,0.6341660430539928,0.6341660430539928
31954,0.6341660430539928,0.3773883459196051,0.6341660430539928
31955,0.3746165084955198,0.3773883459196051,0.41643356914433116
31956,0.3746165084955198,0.37662436425344986,0.41643356914433116
31957,0.3746165084955198,0.3773883459196051,0.41643356914433116
31958,0.6341660430539928,0.6341660430539928,0.6341660430539928
31959,0.6341660430539928,0.6341660430539928,0.6341660430539928
31960,0.6341660430539928,0.6341660430539928,0.6341660430539928
31961,0.6341660430539928,0.6341660430539928,0.6341660430539928
31962,0.6341660430539928,0.6341660430539928,0.6341660430539928
31963,0.6341660430539928,0.6341660430539928,0.6341660430539928
31964,0.6341660430539928,0.6341660430539928,0.6341660430539928
31965,0.6341660430539928,0.6341660430539928,0.6341660430539928
31966,0.6341660430539928,0.6341660430539928,0.6341660430539928
31967,0.6341660430539928,0.6341660430539928,0.6341660430539928
31968,0.6341660430539928,0.6341660430539928,0.6341660430539928
31970,0.6341660430539928,0.6341660430539928,0.6341660430539928
31971,0.6341660430539928,0.6341660430539928,0.6341660430539928
31972,0.6341660430539928,0.6341660430539928,0.6341660430539928
31973,0.6341660430539928,0.6341660430539928,0.6341660430539928
31974,0.6341660430539928,0.6341660430539928,0.6341660430539928
31975,0.6341660430539928,0.6341660430539928,0.6341660430539928
31976,0.6341660430539928,0.6341660430539928,0.6341660430539928
31977,0.6341660430539928,0.6341660430539928,0.6341660430539928
31978,0.6341660430539928,0.6341660430539928,0.6341660430539928
31979,0.6341660430539928,0.6341660430539928,0.6341660430539928
31980,0.6341660430539928,0.6341660430539928,0.6341660430539928
31981,0.6341660430539928,0.6341660430539928,0.6341660430539928
31982,0.6341660430539928,0.6341660430539928,0.6341660430539928
31983,0.6341660430539928,0.6341660430539928,0.6341660430539928
31985,0.6341660430539928,0.6341660430539928,0.6341660430539928
31986,0.6341660430539928,0.6341660430539928,0.6341660430539928
31987,0.6341660430539928,0.6341660430539928,0.6341660430539928
31988,0.6341660430539928,0.6341660430539928,0.6341660430539928
31989,0.6341660430539928,0.6341660430539928,0.6341660430539928
31990,0.6341660430539928,0.3773883459196051,0.41643356914433116
31991,0.6341660430539928,0.37662436425344986,0.41643356914433116
31992,0.3746165084955198,0.37662436425344986,0.41643356914433116
31993,0.3746165084955198,0.37662436425344986,0.41643356914433116
31994,0.3746165084955198,0.37662436425344986,0.41643356914433116
31995,0.3746165084955198,0.37662436425344986,0.41643356914433116
31996,0.3746165084955198,0.37662436425344986,0.41643356914433116
31997,0.3746165084955198,0.37662436425344986,0.41643356914433116
31998,0.3746165084955198,0.37662436425344986,0.41643356914433116
32000,0.3746165084955198,0.37662436425344986,0.41643356914433116
32001,0.3746165084955198,0.37662436425344986,0.41643356914433116
32002,0.3746165084955198,0.37662436425344986,0.41643356914433116
32003,0.3746165084955198,0.37662436425344986,0.41643356914433116
32004,0.3746165084955198,0.37662436425344986,0.41643356914433116
32005,0.3746165084955198,0.37662436425344986,0.37358145983088364
32006,0.3746165084955198,0.37662436425344986,0.41643356914433116
32007,0.3746165084955198,0.37662436425344986,0.41643356914433116
32008,0.6341660430539928,0.37662436425344986,0.41643356914433116
32009,0.3746165084955198,0.37662436425344986,0.41643356914433116
32010,0.3746165084955198,0.37662436425344986,0.41643356914433116
32011,0.3746165084955198,0.37662436425344986,0.41643356914433116
32012,0.3746165084955198,0.37662436425344986,0.41643356914433116
32013,0.3746165084955198,0.37662436425344986,0.41643356914433116
32014,0.3746165084955198,0.37662436425344986,0.41643356914433116
32019,0.3746165084955198,0.37662436425344986,0.37358145983088364
32020,0.3746165084955198,0.3773883459196051,0.37358145983088364
32021,0.3746165084955198,0.37662436425344986,0.41643356914433116
32022,0.3746165084955198,0.37662436425344986,0.41643356914433116
32080,0.3746165084955198,0.37662436425344986,0.37358145983088364
32081,0.3746165084955198,0.37662436425344986,0.41643356914433116
32082,0.3746165084955198,0.37662436425344986,0.37358145983088364
32083,0.3746165084955198,0.37662436425344986,0.37358145983088364
32084,0.3746165084955198,0.37662436425344986,0.41643356914433116
32085,0.3746165084955198,0.37662436425344986,0.41643356914433116
32086,0.3746165084955198,0.37662436425344986,0.37358145983088364
32087,0.3746165084955198,0.37662436425344986,0.37358145983088364
32088,0.3746165084955198,0.37662436425344986,0.37358145983088364
32089,0.3746165084955198,0.37662436425344986,0.37358145983088364
32090,0.3746165084955198,0.37662436425344986,0.37358145983088364
32091,0.3746165084955198,0.37662436425344986,0.37358145983088364
32093,0.3746165084955198,0.37662436425344986,0.41643356914433116
32094,0.3746165084955198,0.37662436425344986,0.41643356914433116
32098,0.6341660430539928,0.6341660430539928,0.6341660430539928
32099,0.6341660430539928,0.6341660430539928,0.6341660430539928
32100,0.6341660430539928,0.6341660430539928,0.6341660430539928
32101,0.6341660430539928,0.6341660430539928,0.6341660430539928
32102,0.6341660430539928,0.6341660430539928,0.6341660430539928
32103,0.6341660430539928,0.6341660430539928,0.6341660430539928
32104,0.6341660430539928,0.37662436425344986,0.41643356914433116
32105,0.3746165084955198,0.37662436425344986,0.41643356914433116
32107,0.3746165084955198,0.37662436425344986,0.41643356914433116
32108,0.6341660430539928,0.6341660430539928,0.6341660430539928
32109,0.6341660430539928,0.6341660430539928,0.6341660430539928
32110,0.6341660430539928,0.6341660430539928,0.6341660430539928
32111,0.6341660430539928,0.6341660430539928,0.6341660430539928
32112,0.6341660430539928,0.6341660430539928,0.6341660430539928
32113,0.6341660430539928,0.6341660430539928,0.6341660430539928
32114,0.6341660430539928,0.6341660430539928,0.6341660430539928
32115,0.6341660430539928,0.6341660430539928,0.6341660430539928
32116,0.6341660430539928,0.6341660430539928,0.6341660430539928
32117,0.6341660430539928,0.6341660430539928,0.6341660430539928
32118,0.6341660430539928,0.6341660430539928,0.6341660430539928
32119,0.6341660430539928,0.6341660430539928,0.6341660430539928
32121,0.6341660430539928,0.6341660430539928,0.6341660430539928
32122,0.6341660430539928,0.6341660430539928,0.6341660430539928
32123,0.6341660430539928,0.6341660430539928,0.6341660430539928
32124,0.6341660430539928,0.6341660430539928,0.6341660430539928
32125,0.6341660430539928,0.6341660430539928,0.6341660430539928
32126,0.6341660430539928,0.6341660430539928,0.6341660430539928
32127,0.6341660430539928,0.6341660430539928,0.6341660430539928
32128,0.6341660430539928,0.6341660430539928,0.6341660430539928
32129,0.6341660430539928,0.6341660430539928,0.6341660430539928
32130,0.6341660430539928,0.6341660430539928,0.6341660430539928
32131,0.6341660430539928,0.6341660430539928,0.6341660430539928
32132,0.6341660430539928,0.6341660430539928,0.6341660430539928
32134,0.6341660430539928,0.6341660430539928,0.6341660430539928
32135,0.6341660430539928,0.6341660430539928,0.6341660430539928
32136,0.6341660430539928,0.6341660430539928,0.6341660430539928
32137,0.6341660430539928,0.6341660430539928,0.6341660430539928
32138,0.6341660430539928,0.6341660430539928,0.6341660430539928
32139,0.6341660430539928,0.6341660430539928,0.6341660430539928
32140,0.6341660430539928,0.6341660430539928,0.6341660430539928
32141,0.6341660430539928,0.6341660430539928,0.6341660430539928
32142,0.6341660430539928,0.6341660430539928,0.6341660430539928
32143,0.6341660430539928,0.6341660430539928,0.6341660430539928
32144,0.6341660430539928,0.6341660430539928,0.6341660430539928
32146,0.6341660430539928,0.37662436425344986,0.6341660430539928
32147,0.3746165084955198,0.37662436425344986,0.6341660430539928
32148,0.6341660430539928,0.37662436425344986,0.41643356914433116
32149,0.3746165084955198,0.37662436425344986,0.41643356914433116
32150,0.3746165084955198,0.3773883459196051,0.41643356914433116
32151,0.3746165084955198,0.3773883459196051,0.41643356914433116
32152,0.3746165084955198,0.37662436425344986,0.41643356914433116
32153,0.3746165084955198,0.37662436425344986,0.41643356914433116
32154,0.3746165084955198,0.37662436425344986,0.41643356914433116
32155,0.3746165084955198,0.37662436425344986,0.41643356914433116
32156,0.3746165084955198,0.37662436425344986,0.41643356914433116
32157,0.3746165084955198,0.37662436425344986,0.41643356914433116
32159,0.3746165084955198,0.37662436425344986,0.41643356914433116
32160,0.3746165084955198,0.37662436425344986,0.37358145983088364
32161,0.3746165084955198,0.37662436425344986,0.37358145983088364
32162,0.3746165084955198,0.37662436425344986,0.41643356914433116
32163,0.3746165084955198,0.3773883459196051,0.41643356914433116
32164,0.3746165084955198,0.37662436425344986,0.41643356914433116
32165,0.3746165084955198,0.3773883459196051,0.41643356914433116
32166,0.3746165084955198,0.37662436425344986,0.41643356914433116
32167,0.3746165084955198,0.37662436425344986,0.41643356914433116
32168,0.3746165084955198,0.37662436425344986,0.37358145983088364
32169,0.3746165084955198,0.37662436425344986,0.41643356914433116
32171,0.3746165084955198,0.37662436425344986,0.41643356914433116
32172,0.3746165084955198,0.37662436425344986,0.41643356914433116
32173,0.3746165084955198,0.37662436425344986,0.37358145983088364
32174,0.3746165084955198,0.3773883459196051,0.41643356914433116
32175,0.3746165084955198,0.37662436425344986,0.41643356914433116
32176,0.3746165084955198,0.37662436425344986,0.41643356914433116
32177,0.6341660430539928,0.37662436425344986,0.41643356914433116
32178,0.3746165084955198,0.3773883459196051,0.41643356914433116
32179,0.3746165084955198,0.37662436425344986,0.37358145983088364
32180,0.3746165084955198,0.37662436425344986,0.37358145983088364
32181,0.3746165084955198,0.37662436425344986,0.41643356914433116
32183,0.3746165084955198,0.37662436425344986,0.41643356914433116
32184,0.3746165084955198,0.37662436425344986,0.37358145983088364
32185,0.3746165084955198,0.37662436425344986,0.37358145983088364
32186,0.3746165084955198,0.37662436425344986,0.41643356914433116
32187,0.3746165084955198,0.37662436425344986,0.41643356914433116
32188,0.3746165084955198,0.37662436425344986,0.41643356914433116
32189,0.3746165084955198,0.37662436425344986,0.41643356914433116
32190,0.3746165084955198,0.37662436425344986,0.37358145983088364
32191,0.3746165084955198,0.37662436425344986,0.37358145983088364
